node_name,node_type,node_position,parent,weight
blerer,developer,1028.323005510825|-168.4447128806964|461.11213907206627,apache/cassandra,11.75
frankgh,developer,1018.2483721187791|-78.20132997479101|67.19302988358166,apache/cassandra,11.45
yifan-c,developer,1148.4453972260862|-129.14915027878482|54.59033678367936,apache/cassandra,10.21
djatnieks,developer,1108.9960961353736|-9.680362559122557|23.24278025289317,apache/cassandra,10.13
jyothsnakonisa,developer,1031.661407191307|134.06522979890315|168.57687121053422,apache/cassandra,9.67
JeetKunDoug,developer,1165.7677447975757|-51.123582071183364|438.72116361476674,apache/cassandra,9
xgerman,developer,754.3758676038383|-294.387144537265|503.7261304268974,apache/cassandra,8.66
bschoening,developer,753.0907034602474|-15.107251843590348|334.6860699925305,apache/cassandra,8.07
mghildiy,developer,967.2590847068229|119.6830485355124|273.6269883648202,apache/cassandra,7.74
aweisberg,developer,1062.4903819539209|-334.09535175125416|258.64622863945567,apache/cassandra,7.66
apache/commons-compress,repo,363.39515777773704|-532.915353523759|791.6990135616143,,1.72
garydgregory,developer,245.02543435820903|-363.81028416984134|893.7669508759908,apache/commons-compress,4.88
codecov-commenter,developer,380.41548312054545|-455.87479941313336|827.5425324361222,apache/commons-compress,14.48
mawiesne,developer,101.96054779962782|-434.63842350039346|938.1313190512872,apache/commons-compress,4.58
Glavo,developer,372.7190326302017|-530.7176549971398|794.3649957985886,apache/commons-compress,3.83
tballison,developer,649.8400671113947|-828.2039754640991|512.11730137837,apache/commons-compress,4.16
step-security-bot,developer,570.8781726319212|-254.71408153560867|603.5896771108366,apache/commons-compress,2.24
DG266,developer,444.0998174169808|-709.5912503964555|758.8657161528411,apache/commons-compress,2.24
mkoncek,developer,628.1486938639964|-800.6421669298074|918.9622683401426,apache/commons-compress,2
apache/couchdb,repo,-963.1652274775021|1082.4393524232182|-67.50639929453087,,19.48
nickva,developer,-1084.8051662135979|963.5039784226126|151.1431538015737,apache/couchdb,40.12
rnewson,developer,-1240.161908477599|941.974431524582|-166.9462518779068,apache/couchdb,33.83
pgj,developer,-852.147301777662|1325.0407882417855|-71.47493564331108,apache/couchdb,24.48
jiahuili430,developer,-768.1240369120677|898.9767097616516|-12.507110717203147,apache/couchdb,16.7
big-r81,developer,-707.9323149579715|1111.4531333211326|-64.25633271552346,apache/couchdb,13.4
jaydoane,developer,-876.7757356026182|1240.3060135227179|-67.34605367722213,apache/couchdb,11.4
janl,developer,-769.3019988342718|949.8761554474413|-230.38977773365477,apache/couchdb,10.41
ronnieroyston,developer,-977.7953533143127|1367.203293901442|219.25098220635164,apache/couchdb,10.25
chewbranca,developer,-1076.1038873771083|1357.7020288969807|-187.44985406469127,apache/couchdb,6.93
iilyak,developer,-1080.4014097981099|973.2459742991227|-253.17557127161638,apache/couchdb,6.24
sergey-safarov,developer,-1229.7895088014134|1170.7449028842907|13.77129988688705,apache/couchdb,5
ecerulm,developer,-912.049930834462|1124.5643598808842|-111.37928816424153,apache/couchdb,4.73
glynnbird,developer,-760.0656323034718|1271.7525628300311|-176.52535722591324,apache/couchdb,3
jdai1,developer,-1153.80612543746|1004.0233733491223|-239.542026469951,apache/couchdb,2.65
flimzy,developer,-1049.394996438984|1092.7084057303277|-134.5703797217525,apache/couchdb,2.45
manurajsingh,developer,-934.9379419858369|899.656171814411|44.46402662992443,apache/couchdb,2.45
emmanuel-ferdman,developer,-861.0010064866906|873.6458949579585|-16.085825153833014,apache/couchdb,2.24
mohmesflir,developer,-1054.3637359008696|1056.6644087799689|49.28522657338664,apache/couchdb,2.24
dbeniteza,developer,-1240.1409095634301|1032.1065757991148|-26.342669857741953,apache/couchdb,2
pavlov2000uk,developer,-876.6719058041572|1227.9134884054595|-7.34150098374306,apache/couchdb,2
xrobau,developer,-832.2799814531727|1002.9058188451759|-14.79562561526376,apache/couchdb,2
davisp,developer,-1180.8420009443437|1136.9163126067976|-109.7060856257869,apache/couchdb,2
ricellis,developer,-916.7452042658538|1146.890550456229|-179.6692451741218,apache/couchdb,2
till,developer,-835.5504007318443|1075.4451820597685|-93.48791105739446,apache/couchdb,1.73
willholley,developer,-816.2956454677703|1013.3112304536656|-155.04871846621006,apache/couchdb,1.73
robertfiko,developer,-757.782160097267|1021.2337899140382|-286.96027298127785,apache/couchdb,1.73
aeytom,developer,-849.4909997357734|865.0349820726805|174.5779324087996,apache/couchdb,1.73
OlekMazur,developer,-1067.2477440829587|830.6574974435252|133.85721056828282,apache/couchdb,1.41
benel,developer,-1108.8567049839633|789.0737365866597|-154.00190002629122,apache/couchdb,1.41
jcoglan,developer,-1130.1780999413272|909.8725267107857|22.00259703745138,apache/couchdb,1.41
apache/dubbo,repo,459.32591241385944|-1086.3024645411967|1127.2403291458118,,42.61
AlbumenJ,developer,387.1345344142603|-1316.28779640593|1053.952786225273,apache/dubbo,55.07
songxiaosheng,developer,459.1324174435784|-1201.2842124069448|1176.4100540800594,apache/dubbo,25.3
wxbty,developer,461.0844372248752|-1234.8080144175883|1274.8712062867294,apache/dubbo,22.76
codecov-commenter,developer,637.1715358047929|-1262.4265891107148|1394.163254354039,apache/dubbo,14.48
CrazyHZM,developer,164.301230558118|-1127.688030248761|904.6024723770477,apache/dubbo,20.98
suncairong163,developer,529.5952790193559|-1382.4499104115066|1359.9960924061515,apache/dubbo,15.66
icodening,developer,611.1079122473864|-1337.8779986292634|1026.5813503420986,apache/dubbo,14.79
chickenlj,developer,654.0262985980339|-1259.6205996783362|1253.8996158876628,apache/dubbo,14.48
conghuhu,developer,523.4961868363386|-812.1904009591119|1016.2881854163088,apache/dubbo,14.43
finefuture,developer,372.3738743874436|-1014.0750437381771|1332.4195270037035,apache/dubbo,14.42
wegod,developer,633.6046960959047|-853.0495329986855|1254.4462216496006,apache/dubbo,11.86
carlvine500,developer,742.4381315541641|-1338.3275835541226|1027.8873040135436,apache/dubbo,10.17
xixingya,developer,304.67026782762946|-1208.2269811042806|1213.5923803692533,apache/dubbo,8.82
shaonianxingzhong,developer,606.431391209587|-1067.8386528938142|856.2975732098109,apache/dubbo,8.56
EarthChen,developer,428.69194605052286|-1092.0617321658256|923.6054763156285,apache/dubbo,8.12
gulang12,developer,245.6250755215483|-923.9220611680701|1132.715150203871,apache/dubbo,7
qijun4tian,developer,307.9987994321562|-1057.196038275798|980.8914424545726,apache/dubbo,6.36
JavaLionLi,developer,732.8906299197637|-1324.334102382204|1113.820602714671,apache/dubbo,6.31
AYue-94,developer,209.86893725679013|-1361.462574182593|944.885292242115,apache/dubbo,6.1
liufeiyu1002,developer,490.9219219400802|-1283.69198864999|1060.7010362490178,apache/dubbo,5.7
fawks96,developer,550.3418933153666|-1171.858862997433|1076.8902420662635,apache/dubbo,5.4
CodePlayer,developer,747.1925985711817|-1121.5296368865268|924.1209694699376,apache/dubbo,5.39
tohidemyname,developer,406.23265119386076|-917.662778745681|1384.153977578233,apache/dubbo,5.28
jojocodeX,developer,383.8427343972155|-796.6078660919334|886.2111433478411,apache/dubbo,5.2
stonelion,developer,194.41082379174588|-1314.5187998693345|1265.4647997136478,apache/dubbo,5.1
hujun-w-2,developer,259.1382799928092|-1202.0418839374051|896.8128746382283,apache/dubbo,4.88
xlq20080808,developer,603.4576421623269|-1106.0102239489845|1035.3166569773407,apache/dubbo,4.8
xieshouyu,developer,412.0974071364486|-1369.1268861505434|850.9913839236041,apache/dubbo,4.74
wuwen5,developer,288.15145503863965|-804.779490978619|977.7739266584579,apache/dubbo,4.69
luger1990,developer,210.69265771157995|-797.55085933474|1276.4105371841151,apache/dubbo,4.56
apache/echarts,repo,-234.30807116251526|-37.79785884131206|833.1690097924966,,47.42
plainheart,developer,-0.8529294422647808|-109.6992636430684|855.4136982172421,apache/echarts,20.49
Ovilia,developer,-252.85508559357942|-88.36290067522611|913.6196206589132,apache/echarts,15.91
helgasoft,developer,-58.734556352343645|-195.56993787446598|790.0214273916856,apache/echarts,15.22
linghaoSu,developer,-197.08183830064382|-128.1909283287519|784.2461819755583,apache/echarts,13.82
RahulVishK,developer,9.23638207627971|110.79287605017197|1062.3363134747328,apache/echarts,6.89
ragava28,developer,14.707932041123854|-105.8903249697303|1089.511159895239,apache/echarts,6.89
battlebeast01,developer,-114.27470802519781|-42.16552872001165|1052.9197248998978,apache/echarts,5.15
adoin,developer,-484.41835224655387|57.365295939818964|897.0875652256075,apache/echarts,5.1
CrazyRedTime,developer,-352.77489860715457|-99.14703339593291|865.5892301531148,apache/echarts,4.89
minghangben,developer,-341.83307734661355|-167.93510931021777|898.3375837554768,apache/echarts,4.73
Traumflug,developer,13.997116734048063|-69.50093139972006|1014.5931136156959,apache/echarts,4.56
c0225,developer,11.549487502726265|-119.72712700738776|915.6965125612523,apache/echarts,4.47
suncg-sgla,developer,-32.880782242170994|-68.30504795563326|1078.9252992977883,apache/echarts,4.24
LBJDJW,developer,-219.20334667407843|-279.5427447747239|877.9985485598629,apache/echarts,4.06
jiawulin001,developer,-275.717442282677|30.752456317369592|648.0474107475957,apache/echarts,3.87
haolang,developer,-106.60333027507698|261.4967777654326|996.8963032153922,apache/echarts,3.73
CarsonLoi,developer,-289.5216952470661|-201.12069521693869|1131.2450682802141,apache/echarts,3.65
zz0v0,developer,-431.91088789598507|-153.602214744793|592.8522895928145,apache/echarts,3.61
zhouzhili,developer,54.52180081053052|-91.3346535587167|1102.2501298416826,apache/echarts,3.46
pissang,developer,-477.31273447730496|235.05857867297618|542.5341045519795,apache/echarts,3.46
sjcobb,developer,-284.1354829268318|159.93623103196808|865.000631194604,apache/echarts,3.41
hughess,developer,-473.3911492877782|-201.26200301136356|877.6338323559671,apache/echarts,3.32
shiziburuchengzi,developer,-324.16563218332567|99.69720707725821|691.656743306738,apache/echarts,3.16
Quska45,developer,-202.3933159975805|-96.12567297254338|732.9638342123708,apache/echarts,3.15
ngoctuan001,developer,-99.43250109630759|-29.540988066648538|943.5978479159637,apache/echarts,3.15
fvales,developer,-308.8513355118837|180.0090855210924|603.7684195408269,apache/echarts,3.15
nieyuan1980,developer,-362.13344903477366|-25.511828213209128|1006.845949425024,apache/echarts,3.15
bk-m,developer,-68.76264811957049|-207.9473530954893|863.351793962501,apache/echarts,3.15
mukiwu,developer,-19.565447169784875|252.71393512503892|568.1522129619165,apache/echarts,3.15
martingrumbt,developer,-413.0252583630024|-304.10505275922037|978.9981474885719,apache/echarts,3
apache/httpcomponents-client,repo,-416.469694747311|-850.770116329886|215.77429137319882,,4.46
ok2c,developer,-233.000068807478|-749.5421796164314|308.4082864541054,apache/httpcomponents-client,21.72
arturobernalg,developer,-120.57256912898413|-785.4163861829727|327.31100122257527,apache/httpcomponents-client,5.66
garydgregory,developer,-659.5500197796674|-618.7160042211341|-12.622472976626085,apache/httpcomponents-client,4.88
ChristophKaser,developer,-241.10410368767845|-679.1246649194823|110.68807156381507,apache/httpcomponents-client,3.61
jvasileff,developer,-619.5975122968375|-825.6283478510627|-51.20299598056647,apache/httpcomponents-client,2.65
cushon,developer,-447.02093092945887|-793.5690486391452|-10.565472729324426,apache/httpcomponents-client,2.24
stanio,developer,-154.286526806727|-957.9231957462907|-19.400335470384732,apache/httpcomponents-client,2
ydylla,developer,-290.9673673134813|-798.324823296984|358.43047847413595,apache/httpcomponents-client,1.73
MaheshGPai,developer,-324.66329703261664|-1080.97592875519|408.1699320907091,apache/httpcomponents-client,1.73
kervin521,developer,-494.4793871905317|-1025.5349698620844|286.019638886133,apache/httpcomponents-client,1
vlsi,developer,-300.84488798073943|-834.9094262781892|422.99214546192866,apache/httpcomponents-client,10.53
apache/httpd,repo,1152.7733326700945|-1279.5524088706084|-958.1286212489446,,5.68
ylavic,developer,1358.3999860506103|-1512.9832783440606|-993.296537681533,apache/httpd,22.15
icing,developer,1142.6194828754315|-1413.74275946057|-1077.2607104437889,apache/httpd,28.07
rpluem,developer,967.4065373276102|-1005.3153689302842|-943.0505888170463,apache/httpd,4.47
Mrida,developer,1213.0155219150265|-1317.9080970241112|-925.5769646368251,apache/httpd,4.24
notroj,developer,957.5321372493844|-1415.8625522027442|-662.5018512633658,apache/httpd,3.74
thomasmey,developer,1156.1627483079642|-1534.1384394727502|-911.4666380447615,apache/httpd,3
AlexAT,developer,1306.667407289343|-1121.6501468255037|-692.6719109883596,apache/httpd,2.73
sgreiner,developer,1300.539512116968|-1437.6656145000406|-661.8728688783326,apache/httpd,2.45
jfclere,developer,1104.439850798663|-1113.183821807973|-715.2762260946099,apache/httpd,3.86
mohd-akram,developer,1233.8005468407662|-1452.553560013237|-1157.557092808815,apache/httpd,2.73
adelton,developer,1404.1616784147964|-1288.0516574274582|-828.5755471944592,apache/httpd,1.73
Mayank-2545,developer,930.3073247482649|-1192.974659857701|-714.9968443078118,apache/httpd,1.73
pzalewski-thegoodpenguin,developer,1447.944258864567|-1450.906966103954|-918.0370707428048,apache/httpd,1.73
jmlsteele,developer,929.5571309258821|-1066.3501355215524|-871.0420644879597,apache/httpd,1.73
tumatanquang,developer,1131.7197433494555|-1411.4569618230903|-1117.9626713866764,apache/httpd,1
dimitry-unified-streaming,developer,967.8599771265941|-1153.9813026188458|-1085.6714504754286,apache/httpd,1
covener,developer,1409.4068427779762|-1076.9798621128643|-696.2471608621207,apache/httpd,1
apache/iceberg,repo,724.5787322042629|-716.2443305020563|-183.90899512951523,,118.96
rdblue,developer,797.5120342641251|-859.3889592446988|-134.64859196084342,apache/iceberg,88.46
nastra,developer,1019.4294214320591|-880.0802422714139|-272.13647889611366,apache/iceberg,84.87
aokolnychyi,developer,621.2623473977795|-435.0735840748324|83.05478702109417,apache/iceberg,27.36
Fokko,developer,860.6461623308662|-761.0154885251485|-376.71304428185766,apache/iceberg,2.83
szehon-ho,developer,849.2300364431694|-771.6290007201135|-356.26018420421553,apache/iceberg,55.93
ConeyLiu,developer,580.8975807133371|-960.3073270233102|63.625323998298995,apache/iceberg,50.89
RussellSpitzer,developer,488.4798596478487|-928.8343891834068|27.104236370987678,apache/iceberg,39.73
stevenzwu,developer,955.6778973961196|-935.9417135136549|-177.23148445354082,apache/iceberg,38.47
ajantha-bhat,developer,562.2612435794562|-657.1940181434245|-71.49598524039476,apache/iceberg,35.16
coufon,developer,481.835923817829|-471.12297254000555|-449.6873775442519,apache/iceberg,31.66
jackye1995,developer,558.3482726063648|-885.1825209183161|-351.22281393736216,apache/iceberg,29.1
skytin1004,developer,525.4336812131955|-834.6365532036866|-285.1440999087133,apache/iceberg,28.66
flyrain,developer,758.7391915327356|-568.2839973368403|-473.8004350873889,apache/iceberg,28.42
dramaticlly,developer,764.6896801515411|-552.7460531516929|62.45846619841166,apache/iceberg,25.73
pvary,developer,937.9639668399878|-768.9114534192346|-203.71946817904325,apache/iceberg,22.74
rakesh-das08,developer,906.2811466749254|-701.4756380272365|101.48322439750109,apache/iceberg,22.36
MaxNevermind,developer,671.1263891838614|-825.7555392856532|64.151369693054,apache/iceberg,21.85
snazy,developer,555.0787863209895|-535.394990709246|-129.6633303937508,apache/iceberg,21.64
amogh-jahagirdar,developer,921.8185231776068|-987.1021113638101|-160.59195610938895,apache/iceberg,19.62
wypoon,developer,434.6425199049534|-978.2674973389254|-358.7884183989443,apache/iceberg,19.11
liuxiaocs7,developer,517.0504647770804|-1002.4359362980128|-284.1353834493433,apache/iceberg,18.51
hililiwei,developer,1016.9530568870917|-653.857560025188|-161.86653448774337,apache/iceberg,18.24
danielcweeks,developer,940.3033880610295|-760.2221191299083|-460.42302446012246,apache/iceberg,16.63
manuzhang,developer,692.5965635644341|-1013.8393871968069|-240.80267851811482,apache/iceberg,14.44
chenjunjiedada,developer,931.7788800422913|-658.4460030098321|105.11306179727023,apache/iceberg,14.44
bryanck,developer,685.824959116618|-979.5461450716182|-147.31486487884683,apache/iceberg,13.59
singhpk234,developer,435.02311594522337|-843.5185154199639|-329.55570462272175,apache/iceberg,13.38
ggershinsky,developer,794.7159325734351|-967.1587579104646|-79.44192834596055,apache/iceberg,13.35
coded9,developer,723.01526518244|-732.9861596500389|-458.9518859880178,apache/iceberg,13.08
